event_id,event_date,fighter_a,fighter_b,winner,method,round
2100,2024-08-21,Dominic Valle,Kevin Piedrahita,,,
2099,2024-08-22,Jarrett Hurd,Jeison Rosario,,,
2103,2024-08-23,Joel Camilleri,Wes Capper,,,
2103,2024-08-23,Ricardo Malajika,Yanga Sigqibo,,,
2103,2024-08-23,Frank Zaldivar,Yosdiel Napoles,,,
2072,2024-08-24,Samuel Salva,Yudai Shigeoka,,,
2072,2024-08-24,Lerato Dlamini,Tomoki Kameda,,,
2072,2024-08-24,Roman Fress,Yasin Basar,,,
2072,2024-08-24,Cesar Vaca Espinoza,Luis Rodriguez Ocana,,,
2072,2024-08-24,Aaron Silva,Marco Antonio Periban,,,
2072,2024-08-24,Alan David Picasso,Azat Hovhannisyan,,,
2101,2024-08-25,Alan Picasso Romero,Azat Hovhannisyan,,,
2109,2024-08-27,Kanta Fukui,Tsubasa Narai,,,
2109,2024-08-27,Kazuki Nakajima,Shingo Wake,,,
2110,2024-08-28,L-B Mathew,Max McIntyre,,,
2110,2024-08-28,Laban Stringer,Sonny Knight,,,
2110,2024-08-28,Connie Brown,Mai Soliman,,,
2110,2024-08-28,Jasmine Parr,Pannaporn Kaewpawong,,,
2110,2024-08-28,Conor Wallace,Jerome Pampellone,,,
2110,2024-08-28,Michael Zerafa,Tommy Browne,,,
2110,2024-08-28,Koen Mazoudier,Nikita Tszyu,,,
2111,2024-08-30,Carlos Dos Santos Rocha,Gustavo Rivera Rio,,,
2111,2024-08-30,Donte Layne,Noah Kidd,,,
2111,2024-08-30,Maliek Montgomery,Oscar Escandon,,,
2111,2024-08-30,Andreas Katzourakis,Robert Terry,,,
2111,2024-08-30,Elijah Pierce,Jose Sanmartin,,,
2102,2024-08-31,Mauricio Lara,Pedro Alejandro Delgado,,,
2102,2024-08-31,Brandon Adams,Francisco Veron,,,
2102,2024-08-31,Criztec Bazaldua,Kyle Erwin,,,
2102,2024-08-31,Edward Jeramie Ortiz,Umar Dzambekov,,,
2102,2024-08-31,Alejandro Frias Rodriguez,Fabian Rojo,,,
2102,2024-08-31,Alexander Gueche,David Vargas Zamora,,,
2102,2024-08-31,Adelaida Ruiz,Ginny Fuchs,,,
2102,2024-08-31,Cain Sandoval,Romero Duno,,,
2102,2024-08-31,Eduardo Nunez,Miguel Marriaga,,,
2102,2024-08-31,Arturo Popoca,Jesus Arechiga Valdez,,,
2102,2024-08-31,Cheavon Clarke,Efetobor Apochi,,,
2077,2024-09-01,Arturo Cardenas,Jesus Arechiga,,,
2077,2024-09-01,Diego Pacheco,Maciej Sulecki,,,
2080,2024-09-03,Ryuya Tsugawa,Toshiki Shimomachi,,,
2080,2024-09-03,Jin Sasaki,Qamil Balla,,,
2080,2024-09-03,Andy Hiraoka,Ismael Barroso,,,
2080,2024-09-03,Daigo Higa,Yoshiki Takei,,,
2080,2024-09-03,Naoya Inoue,Tj Doheny,,,
2113,2024-09-05,Christopher Guerrero,Courtney Pennington,,,
2113,2024-09-05,Mary Spencer,Naomi Mannes,,,
2113,2024-09-05,Ezequiel Maderna,Imam Khataev,,,
2113,2024-09-05,Movladdin Biyarslanov,Tamas Kiliti,,,
2112,2024-09-06,Ariel Torre,Dayan Gonzalez,,,
2112,2024-09-06,Keano White,Santiago Garces,,,
2112,2024-09-06,John Isaacs,Marek Cureja,,,
2112,2024-09-06,Angel Emilov,Joshua Frankham,,,
2112,2024-09-06,Christian Bozzia,Joshua Ocampo,,,
2112,2024-09-06,Charlie Hickford,Darwing Martinez,,,
2112,2024-09-06,Ezequiel Gregores,Steven Cairns,,,
2112,2024-09-06,Luke McCormack,Petr Brodsky,,,
2112,2024-09-06,George Stewart,Masood Abdulah,,,
2112,2024-09-06,Gianluca Ceglia,Sam Noakes,,,
2112,2024-09-06,Antraveous Ingram,Cruse Stewart,,,
2112,2024-09-06,Beata Dudek,Bree Howling,,,
2112,2024-09-06,Jose Saant,Santos Ortega,,,
2112,2024-09-06,Diego Allan Ferreira Iablonski,Yoelvis Gomez,,,
2112,2024-09-06,Jaime Cuesta,Jenel Lausa,,,
2112,2024-09-06,Bryan Mercado,Nathan Rodriguez,,,
2112,2024-09-06,Enriko Gogokhia,Hendri Cedeno,,,
2112,2024-09-06,Selassie Bey,Thanjhae Teasley,,,
2114,2024-09-07,Ephraim Bui,Yusniel Abrahante,,,
2114,2024-09-07,John Bauza,Kevin Hayler Brown,,,
2114,2024-09-07,Ivan Redkach,Jose Zepeda,,,
2114,2024-09-07,Alex Winwood,Thammanoon Niyomtrong,,,
2114,2024-09-07,Dale Arrowsmith,Finley James,,,
2114,2024-09-07,Constantin Ursu,Oktavian Gratii,,,
2114,2024-09-07,Harley Collison,Morgan Sellamuthu,,,
2114,2024-09-07,Stefan Vincent,Tumi Phillips,,,
2114,2024-09-07,Katherine Quintana,Lillie Winch,,,
2114,2024-09-07,Ermal Hadribeaj,Younes Zarraa,,,
2114,2024-09-07,Dan Booth,Marley Mason,,,
2114,2024-09-07,James Osborne,Sa Smith,,,
2114,2024-09-07,Elliott Whale,Lloyd Germain,,,
2120,2024-09-11,Jaycob Gomez,Jerry Perez,,,
2120,2024-09-11,Raul Garcia,Vladimir Hernandez,,,
2119,2024-09-12,Joeshon James,Lester Martinez,,,
2119,2024-09-12,Christopher Thompson,Eric Hadley,,,
2119,2024-09-12,Darrion Lawson,Isaiah Cobbs,,,
2119,2024-09-12,Jaquan McElroy,Lamar Bolden,,,
2119,2024-09-12,Deandre Savage,Keshawn Jackson,,,
2119,2024-09-12,Da'velle Smith,Esau Herrera de La Cruz,,,
2119,2024-09-12,Leon Lawson III,Luis Alberto Veron,,,
2119,2024-09-12,Joseph Hicks,Ronnie Austion,,,
2107,2024-09-13,Ardreal Holmes Jr,Hugo Noriega,,,
2078,2024-09-14,Jesus Castorena Prieto,Leonardo Rubalcava,,,
2078,2024-09-14,Isaac Torres,Julio Porras Ruiz,,,
2078,2024-09-14,Angel Ramos Serrano,Sergio Mendoza Cordova,,,
2078,2024-09-14,Eduardo Hernandez,Thomas Mattice,,,
2078,2024-09-14,Jackson Jon England,Nort Beauchamp,,,
2078,2024-09-14,Faiga Opelu,Hemi Ahio,,,
2078,2024-09-14,David Nyika,Tommy Karpency,,,
2078,2024-09-14,Bek Nurmaganbet,Joshua Conley,,,
2078,2024-09-14,Jose Charles,Yoenli Hernandez,,,
2078,2024-09-14,Lawrence King,Vaughn Williams,,,
2078,2024-09-14,Jonathan Lopez,Richard Medina,,,
2078,2024-09-14,Ricardo Salas Rodriguez,Roiman Villa,,,
2078,2024-09-14,Carlos Castro,Stephen Fulton,,,
2085,2024-09-15,Manuel Jaimes,Rolando Romero,,,
2085,2024-09-15,Caleb Plant,Trevor McCumby,,,
2085,2024-09-15,Danny Garcia,Erislandy Lara,,,
2085,2024-09-15,Edgar Berlanga,Saul Alvarez,,,
2123,2024-09-18,Aadam Hamed,Santiago Garces,,,
2123,2024-09-18,Chris Kongo,Jacob Quinn,,,
2123,2024-09-18,Cameron Vuong,Joe Underwood Hughes,,,
2122,2024-09-19,Heath Graham,Vita Pomale,,,
2122,2024-09-19,Joel Taylor,Kohei Hatanaka,,,
2122,2024-09-19,Billy Polkinghorn,Wilber Carame,,,
2122,2024-09-19,Apai Piutau Cook,Blake Wells,,,
2122,2024-09-19,Lilo Telepe,Luke Gersbeck,,,
2122,2024-09-19,Ben Horn,Jason Mallia,,,
2108,2024-09-20,Jonathan Exequiel Vergara,Thomas Carty,,,
2108,2024-09-20,Emmet Brennan,Kevin Cronin,,,
2108,2024-09-20,Ali Akhmedov,Pierre Hubert Dibombe,,,
2108,2024-09-20,Callum Walsh,Przemyslaw Runowski,,,
2108,2024-09-20,Art Barrera Jr,Frank Brown,,,
2108,2024-09-20,Sebastian Hernandez Reyes,Yonfrez Parejo,,,
2108,2024-09-20,Oscar Arroyo,Steven Navarro,,,
2108,2024-09-20,Ilias Essaoudi,Jorge Garcia Perez,,,
2108,2024-09-20,Alan Garcia,Ricardo Fernandez,,,
2108,2024-09-20,Demler Zamora,Gerardo Antonio Perez,,,
2108,2024-09-20,Charly Suarez,Jorge Castaneda,,,
2108,2024-09-20,Emiliano Vargas,Larry Fryers,,,
2108,2024-09-20,Joey Dawejko,Richard Torrez Jr,,,
2074,2024-09-21,Erik Bazinyan,Jaime Munguia,,,
2074,2024-09-21,Josh Padley,Mark Chamberlain,,,
2074,2024-09-21,Djuar El Scheich,Peter Kadiru,,,
2074,2024-09-21,Ishmael Davis,Josh Kelly,,,
2074,2024-09-21,Daniela Romina Bermudez,Nina Meinke,,,
2074,2024-09-21,Anthony Cacace,Josh Warrington,,,
2074,2024-09-21,Joshua Buatsi,Willy Hutchinson,,,
2074,2024-09-21,Hamzah Sheeraz,Tyler Denny,,,
2074,2024-09-21,Anthony Joshua,Daniel Dubois,,,
2124,2024-09-22,Jerwin Ancajas,Sukpraserd Ponpitak,,,
2124,2024-09-22,Luis Castillo,Melvin Jerusalem,,,
2116,2024-09-27,Adam Cieslak,Taz Nadeem,,,
2116,2024-09-27,Eddie Gomez,Edward Hardy,,,
2116,2024-09-27,Amaar Akbar,Fernando Mosquera,,,
2116,2024-09-27,Jack Bateson,Rakesh Lohchab,,,
2116,2024-09-27,Efdtathios Antonas,Maxi Hughes,,,
2116,2024-09-27,Tori-Ellis Willetts,Tysie Gallagher,,,
2116,2024-09-27,Christian Thun,Hughie Fury,,,
2116,2024-09-27,Reece Mould,Ryan Walsh,,,
2116,2024-09-27,River Wilson Bent,Shakiel Thompson,,,
2116,2024-09-27,Charlie Edwards,Thomas Essomba,,,
2116,2024-09-27,Ali Feliz,Orlando Rashad Coulter,,,
2116,2024-09-27,Marcelino Nicolas Lopez,Rohan Polanco,,,
2116,2024-09-27,Khalil El Harraz,Vito Mielnicki Jr,,,
2116,2024-09-27,Floyd Diaz,Mario Hernandez,,,
2116,2024-09-27,Elvis Rodriguez,Kendo Castaneda,,,
2116,2024-09-27,Delante Johnson,Yomar Alamo,,,
2116,2024-09-27,Alycia Baumgardner,Delfine Persoon,,,
2079,2024-09-28,Bruce Carrington,Sulaiman Segawa,,,
2079,2024-09-28,Damian Sosa,Xander Zayas,,,
2079,2024-09-28,Mikaela Mayer,Sandy Ryan,,,
2079,2024-09-28,Jesus Correa Pinto,Zhankosh Turarov,,,
2079,2024-09-28,Connan Murray,Marco Simmonds,,,
2079,2024-09-28,Brandon Scott,Calum Turnbull,,,
2079,2024-09-28,Jimmy Sains,Omir Rodriguez,,,
2079,2024-09-28,Ibraheem Sulaimaan,Kevin Trana,,,
2079,2024-09-28,Josh Babb,Kelvin Madjid,,,
2079,2024-09-28,Diego Lagos,Giorgio Visioli,,,
2079,2024-09-28,George Davey,George Liddard,,,
2079,2024-09-28,Galal Yafai,Sergio Orozco Oliva,,,
2079,2024-09-28,Brad Foster,Peter McGrail,,,
2079,2024-09-28,Rhiannon Dixon,Terri Harper,,,
2125,2024-10-04,Mea Motu,Shannon O'Connell,,,
2125,2024-10-04,Andrei Mikhailovich,Zhanibek Alimkhanuly,,,
2125,2024-10-04,Muhammad Waseem,Sabelo Cebekhulu,,,
2125,2024-10-04,Dayan Depestre,Trevon Smith,,,
2125,2024-10-04,Dominique Wiltz,Phillip Rhome Jr,,,
2125,2024-10-04,Chase Martinez,Travis Floyd,,,
2125,2024-10-04,Jerell Nettles,Zachary Spiller,,,
2125,2024-10-04,Corey Caad,Dayan Depestre,,,
2125,2024-10-04,Giovanni Marquez,Thomas Guillemette,,,
2125,2024-10-04,Marquis Moore,Tipton Walker,,,
2125,2024-10-04,Mayerlin Rivas,Mikiah Kreps,,,
2125,2024-10-04,Andres Campos,Joselito Velazquez,,,
2125,2024-10-04,Janelson Figueroa Bocachica,Quinton Randall,,,
2098,2024-10-05,Kaito Yamasaki,Subaru Murata,,,
2098,2024-10-05,Amine Boucetta,Boma Brown,,,
2098,2024-10-05,Facundo Arce,James McGivern,,,
2098,2024-10-05,James McGivern,Reuquen Cona Facundo Arce,,,
2098,2024-10-05,Mark Butler,Nelson Birchall,,,
2098,2024-10-05,Brad Strand,Marvin Solano,,,
2098,2024-10-05,Andrew Cain,Lazaro Casseres,,,
2098,2024-10-05,Joe Cooper,Lukasz Barabasz,,,
2098,2024-10-05,Jadier Herrera,Oliver Flores,,,
2098,2024-10-05,Dale Arrowsmith,Walter Fury,,,
2098,2024-10-05,Gonzalo Corinaldesi,Jack Turner,,,
2098,2024-10-05,Henry Turner,Jack Rafferty,,,
2098,2024-10-05,Nick Ball,Ronny Rios,,,
2132,2024-10-11,Jan Pomales Rivera,William Colon Vazquez,,,
2132,2024-10-11,Herich Ruiz Cordoba,Travorus Barnes,,,
2132,2024-10-11,Andy Beltran,Jan Paul Rivera-Pizzaro,,,
2051,2024-10-12,Elijah Flores,Omar Rosario,,,
2051,2024-10-12,Masamichi Yabuki,Sivenathi Nontshinga,,,
2051,2024-10-12,Ben Whittaker,Liam Cameron,,,
2051,2024-10-12,Raven Chapman,Skye Nicolson,,,
2051,2024-10-12,Chris Eubank Jr,Kamil Szeremeta,,,
2051,2024-10-12,Jack Massey,Jai Opetaia,Jai Opetaia,tko,6
2051,2024-10-12,Fabio Wardley,Frazer Clarke,Fabio Wardley,tko,1
2051,2024-10-12,Artur Beterbiev,Dmitrii Bivol,,,
2051,2024-10-12,Dennis Contreras,Gabriel Flores Jr,,,
2105,2024-10-13,Fillipus Nghitumbwa,Yukinori Oguni,,,
2105,2024-10-13,Hiroto Kyoguchi,Vince Paras,,,
2105,2024-10-13,John Riel Casimero,Saul Sanchez,,,
2105,2024-10-13,Jairo Noriega,Shokichi Iwata,,,
2105,2024-10-13,Seigo Yuri Akui,Thananchai Charunphak,,,
2105,2024-10-13,Cristofer Rosales,Kenshiro Teraji,,,
2105,2024-10-13,Seiya Tsutsumi,Takuma Inoue,,,
2106,2024-10-14,Anthony Olascuaga,Jonathan Gonzalez,,,
2106,2024-10-14,Kosei Tanaka,Phumelele Cafu,,,
2106,2024-10-14,Gerwin Asilo,Tenshin Nasukawa,,,
2106,2024-10-14,Junto Nakatani,Tasana Salapat,,,
2135,2024-10-16,Erdenebatyn Tsendbaatar,Frency Fortunato Saya,,,
2133,2024-10-17,Frency Fortunato,Tsendbaatar Erdenebat,,,
2133,2024-10-17,Chris Colbert,Omar Salcido,,,
2133,2024-10-17,Jun Ikegawa,Toshiya Ishii,,,
2133,2024-10-17,Keisuke Matsumoto,Kimihiro Nakagawa,,,
2133,2024-10-17,Arnel Baconaje,Masanori Rikiishi,,,
2133,2024-10-17,Eduardo Estela,Steve Claggett,,,
2133,2024-10-17,Jonathan Jose Eniz,Movladdin Biyarslanov,,,
2133,2024-10-17,Arthur Biyarslanov,Jonathan Jose Eniz,,,
2133,2024-10-17,Alexandre Gaumont,Andres Viera,,,
2134,2024-10-18,Ishtvan Herzheni,Ryan Maycock,,,
2134,2024-10-18,Dmitri Protkunas,Sam King,,,
2134,2024-10-18,Jesus Lobeto,Lloyd Farrington,,,
2134,2024-10-18,Elliot Elimasi,Jairo Nustes,,,
2134,2024-10-18,Milans Volkovs,Tommy Fletcher,,,
2134,2024-10-18,Carlos Rayo,Royston Barney-Smith,,,
2134,2024-10-18,Courtney Bennett,Nick Webb,,,
2134,2024-10-18,Jack McGann,Sam Gilley,,,
2134,2024-10-18,Juan Carillo,Lenin Castillo,,,
2134,2024-10-18,Joshua James Pagan,Trevor Thonson,,,
2128,2024-10-19,Gilbert Castillo,Juan Carrillo,,,
2128,2024-10-19,Ana Karla Moraes,Francesca Hennessy,,,
2128,2024-10-19,Catherine Tacone Ramos,Shannon Courtenay,,,
2128,2024-10-19,Franklin Ignatius,Jeamie Tshikeva,,,
2128,2024-10-19,Jordy Weiss,Samuel Molina,,,
2128,2024-10-19,Kirstie Bavington,Marine Beauchamp,,,
2128,2024-10-19,Michael McKinson,Tulani Mbenge,,,
2128,2024-10-19,Anthony Yarde,Ralfs Vilcans,,,
2128,2024-10-19,Vladimir Shishkin,William Scull,,,
2128,2024-10-19,Adam Azim,Ohara Davies,,,
2128,2024-10-19,Dan Azeez,Lewis Edmondson,,,
2128,2024-10-19,Gary Antonio Russell,Jaden Burnias,,,
2128,2024-10-19,Carlos Jackson,Ryan Lee Allen,,,
2128,2024-10-19,Diuhl Olguin,Justin Viloria,,,
2128,2024-10-19,Dainier Pero,Willie Jake Jr,,,
2128,2024-10-19,Angel Ilarraza,Jocksan Blanco,,,
2128,2024-10-19,Juan Javier Carrasco,Zaur Abdullaev,,,
2097,2024-10-20,Cesar Mateo Tapia,Endry Saavedra,,,
2097,2024-10-20,Johan Gonzalez,Yoenis Tellez,,,
2097,2024-10-20,Bakhram Murtazaliev,Tim Tszyu,,,
2138,2024-10-23,Khainell Wheeler,Konrad Kaczmarkiewicz,,,
2138,2024-10-23,Earl Newman,Jerry Forrest,,,
2138,2024-10-23,Lavisas Williams,Mykquan Williams,,,
2138,2024-10-23,Edward Vazquez,Kenneth Taylor,,,
2137,2024-10-24,Miyo Yoshida,Shurretta Metcalf,,,
2137,2024-10-24,Daniel Garcia,Jorge Villegas,,,
2137,2024-10-24,Gael Cabrera,Roberto Pucheta,,,
2137,2024-10-24,Grant Flores,Luis Caraballo Ramos,,,
2139,2024-10-25,Edwin Palomares,Tito Sanchez,,,
2139,2024-10-25,Manuel Flores,Victor Olivo,,,
2139,2024-10-25,Dina Thorslund,Terumi Nuki,,,
2104,2024-10-26,Brandon Cook,Shervantaigh Koopman,,,
2104,2024-10-26,Joe McGrail,Lewis Morris,,,
2104,2024-10-26,Lorenzo Grasso,William Crolla,,,
2104,2024-10-26,Mateusz Pawlowski,Stephen Clarke,,,
2104,2024-10-26,Liam Dillon,Louie O'Doherty,,,
2104,2024-10-26,Jordan Camacho,Vincenzo La Femina,,,
2104,2024-10-26,Pat McCormack,Williams Andres Herrera,,,
2104,2024-10-26,Junaid Bostan,Maico Sommariva,,,
2104,2024-10-26,Fiodor Czerkaszyn,Sebastian Papeschi,,,
2104,2024-10-26,Campbell Hatton,James Flint,,,
2104,2024-10-26,Michael Gomez Jnr,Reece Bellotti,,,
2104,2024-10-26,Jack Catterall,Regis Prograis,,,
2104,2024-10-26,Andres Sosa,Omar Trinidad,,,
2145,2024-10-30,Jayson Mama,Juan Carlos Camacho,,,
2144,2024-10-31,Rene Santiago,Ricardo Astuvilca,,,
2144,2024-10-31,Azael Villar,Rene Santiago,,,
2136,2024-11-01,Connor Kerr,Ruadhan Farrell,,,
2136,2024-11-01,Kurt Walker,Rudy Garcia,,,
2136,2024-11-01,Javier Fortuna,Robbie Davies Jr,,,
2136,2024-11-01,Leonard Carillo,Padraig McCrory,,,
2129,2024-11-02,Cristian Ruben Mino,Jamaine Ortiz,,,
2129,2024-11-02,Mykyle Ahmed,Yin Caicedo,,,
2129,2024-11-02,Eoghan Lavin,Remi Scholer,,,
2129,2024-11-02,Bradley Thompson,Sean Jackson,,,
2129,2024-11-02,Nick Hannig,Tom Dzemski,,,
2129,2024-11-02,Eithan James,Jermaine Osbourne-Edwards,,,
2129,2024-11-02,Roman Fress,Stefan Nikolic,,,
2129,2024-11-02,Ezra Taylor,Kristaps Bulmeistars,,,
2129,2024-11-02,Ben Vaughan,Ekow Essuman,,,
2129,2024-11-02,Asa Stevens,Garen Diagan,,,
2129,2024-11-02,Jordan Fuentes,Roberto Cantu Pena,,,
2129,2024-11-02,Dalis Kaleiopu,Manuel Valentine Lerma,,,
2129,2024-11-02,Damian Knyba,Richard Lartey Harrison,,,
2129,2024-11-02,Chantelle Cameron,Patricia Berghult,,,
2129,2024-11-02,Alexis Bastar,Asa Stevens,,,
2129,2024-11-02,Eduardo Baez,Yan Santana,,,
2129,2024-11-02,Liam Davies,Shabaz Masoud,,,
2129,2024-11-02,Alejandro Paulino,Toka Kahn Clary,,,
2129,2024-11-02,Eric Tudor,Harold Eduardo Calderon,,,
2129,2024-11-02,Jahi Tucker,Quilisto Madera,,,
2129,2024-11-02,Bryce Mills,Mike Ohan Jr,,,
2129,2024-11-02,Abraham Nova,Humberto Galindo,,,
2129,2024-11-02,Joel Iriarte,Xavier Madrid,,,
2118,2024-11-03,Christopher Pearson,Darius Fulghum,,,
2118,2024-11-03,Gabriela Celeste Alaniz,Gabriela Fundora,,,
2118,2024-11-03,Bektemir Melikuziev,David Stevens,,,
2118,2024-11-03,Jesus Perez,Raymond Muratalla,,,
2118,2024-11-03,O'Shaquie Foster,Robson Conceicao,,,
2118,2024-11-03,Floyd Schofield,Rene Tellez Giron,,,
2147,2024-11-07,Diego Gabriel Chaves,Steven Butler,,,
2147,2024-11-07,Dzmitry Asanau,Matias Carlos Adrian Rueda,,,
2147,2024-11-07,Osleys Iglesias,Petro Ivanov,,,
2141,2024-11-08,John Mannu,Rikki Naito,,,
2141,2024-11-08,Derlyn Hernandez-Gerarldo,Raeese Aleem,,,
2141,2024-11-08,Derlyn Hernandez,Raeese Aleem,,,
2141,2024-11-08,Austin Deanda,Deaundre Pettus,,,
2141,2024-11-08,Abdullah Mason,Yohan Vasquez,,,
2115,2024-11-09,Eric Howard,Robert Meriwether III,,,
2115,2024-11-09,Jalen Moore,Keon Davis,,,
2115,2024-11-09,Brian Norman Jr,Derrieck Cuevas,,,
2115,2024-11-09,Kelvin Davis,Yeis Gabriel Solano,,,
2115,2024-11-09,Troy Isley,Tyler Howard,,,
2115,2024-11-09,Gustavo Daniel Lemos,Keyshawn Davis,,,
2115,2024-11-09,Jeyvier Cintron,Rashib Martinez Valadez,,,
2115,2024-11-09,Alfredo Santiago,Pedro Campa,,,
2115,2024-11-09,Abimael Ortiz,Kevin Gonzalez,,,
2115,2024-11-09,Ernesto Mercado,Jesus Saracho,,,
2115,2024-11-09,Dennis Thompson,Edgar Ortiz Jr,,,
2115,2024-11-09,Michael Ruiz,Zaquin Moses,,,
2115,2024-11-09,Roberto Ramirez,Subriel Matias,,,
2115,2024-11-09,Abraham Montoya,Joseph Diaz,,,
2115,2024-11-09,Angel Ruiz Astorga,Darrelle Valsaint,,,
2115,2024-11-09,Ismail Muhammad,Nelson Morales,,,
2115,2024-11-09,Christian Gomez,Nicklaus Flaz,,,
2115,2024-11-09,Austin Williams,Gian Garrido,,,
2126,2024-11-10,Khalil Coe,Manuel Gallegos,,,
2126,2024-11-10,Orlando Gonzalez,Raymond Ford,,,
2126,2024-11-10,Jesse Rodriguez,Pedro Guevara,,,
2126,2024-11-10,Jaron Ennis,Karen Chukhadzhian,,,
2150,2024-11-12,Dannis Aguero Arias,Guillermo Rigondeaux,,,
2117,2024-11-15,Bruce Carrington,Dana Coolwell,,,
2117,2024-11-15,Armando Casamonica,Lucas Bahdi,,,
2117,2024-11-15,Melinda Watpool,Shadasia Green,,,
2066,2024-11-16,Neeraj Goyat,Whindersson Nunes,,,
2066,2024-11-16,Abel Ramos,Mario Barrios,,,
2066,2024-11-16,Amanda Serrano,Katie Taylor,,,
2066,2024-11-16,Jake Paul,Mike Tyson,,,
2066,2024-11-16,Juan Carlos Ramirez Garcia,Ziyad Almaayouf,,,
2066,2024-11-16,Botirzhon Akhmedov,Oscar Duarte Jurado,,,
2066,2024-11-16,Oscar Collazo,Thammanoon Niyomtrong,,,
2066,2024-11-16,Tevin Farmer,William Zepeda Segura,,,
2066,2024-11-16,Arnold Barboza Jr,Jose Carlos Ramirez,,,
2066,2024-11-16,Chris Billam-Smith,Gilberto Ramirez,,,
2152,2024-11-17,Donte Layne,Shaquille Cameron,,,
2152,2024-11-17,David Lobo Ramirez,Dwyke Flemmings Jr,,,
2152,2024-11-17,Giacomo Micheli,Ronnell Burnett,,,
2152,2024-11-17,Dominique Crowder,Duke Micah,,,
2152,2024-11-17,Adrian Gutierrez,Avious Griffin,,,
2152,2024-11-17,Justin Figueroa,Omar Rosales,,,
2153,2024-11-20,Curtis Scott,Liam Messam,,,
2153,2024-11-20,Clay Waterman,Paulo Aokuso,,,
2153,2024-11-20,Kris Terzievski,Tyson Pedro,,,
2155,2024-11-21,Taiga Imanaga,Yoji Saito,,,
2155,2024-11-21,Katsuya Yasuda,Shu Utsuki,,,
2148,2024-11-22,Karim Guerfi,Terry Le Couviour,,,
2148,2024-11-22,David Papot,Josh Wagner,,,
2148,2024-11-22,Harlem Eubank,Nurali Erdogan,,,
2148,2024-11-22,Jonathan Mansour,Luciano Ramos,,,
2148,2024-11-22,David Lopez,Marlin Sims,,,
2148,2024-11-22,Mardoche Ilunga,Nathan Lugo,,,
2148,2024-11-22,Maliek Montgomery,Sakaria Lukas,,,
2154,2024-11-23,Femke Hermans,Oshae Jones,,,
2154,2024-11-23,Andreas Katzourakis,Brandon Adams,,,
2154,2024-11-23,Fabiana Bytyqi,Sumire Yamanaka,,,
2154,2024-11-23,Labinot Xhoxhaj,Oleksandr Zakhozhyi,,,
2154,2024-11-23,Eri Matsuda,Tina Rupprecht,,,
2154,2024-11-23,Bakary Samake,Wade Ryan,,,
2121,2024-11-30,Callum Smith,Carlos Galvan,,,
2121,2024-11-30,Greg O'Neill,Taylor Bevan,,,
2121,2024-11-30,Ibraheem Sulaimaan,Marvin Solano,,,
2121,2024-11-30,Aaron Bowen,James Todd,,,
2121,2024-11-30,Michael Stephenson,Troy Jones,,,
2121,2024-11-30,Benn Norman,Hamza Uddin,,,
2121,2024-11-30,Cameron Vuong,Gavin Gwynne,,,
2121,2024-11-30,Kieron Conway,Ryan Kelly,,,
2121,2024-11-30,Conah Walker,Lewis Ritson,,,
2121,2024-11-30,Galal Yafai,Sunny Edwards,,,
2163,2024-12-06,Adrian Curiel,Damian Arce,,,
2146,2024-12-07,Carlos Cuadras,Juan Ramirez Marquez,,,
2146,2024-12-07,Hinata Maruta,Hironori Mishiro,,,
2146,2024-12-07,Lewis Oakford,Sean Noakes,,,
2146,2024-12-07,Dylan Courtney,George Crotty,,,
2146,2024-12-07,Billy Adams,Jonatas de Oliveira,,,
2146,2024-12-07,Jose Edgardo Perdomo,Pierce O'Leary,,,
2146,2024-12-07,Levi Giles,Qais Ashfaq,,,
2146,2024-12-07,Jair Valtierra,Jonathan Navarro,,,
2146,2024-12-07,Damian Wrzesinki,Sultan Zaurbek,,,
2146,2024-12-07,Andres Navarrete,Royston Barney-Smith,,,
2146,2024-12-07,Mathew Rennie,Sean Noakes,,,
2146,2024-12-07,Alireza Ghadiri,Nyall Berry,,,
2146,2024-12-07,Aloys Youmbi,Lewis Oakford,,,
2146,2024-12-07,Dylan Moran,Tyrone McKenna,,,
2146,2024-12-07,Constantin Ursu,Lewis Booth,,,
2146,2024-12-07,David Adeleye,Solomon Dacres,,,
2146,2024-12-07,Danny Quartermaine,Jack Bateson,,,
2146,2024-12-07,Ben Crocker,Stelios Papadopoulos,,,
2146,2024-12-07,Kubrat Pulev,Mahmoud Charr,,,
2146,2024-12-07,Geraldo Valdez,Juan Zayas,,,
2146,2024-12-07,Hussein Muhamed,Lawrence Okolie,,,
2146,2024-12-07,Ryan Walsh,Sam Noakes,,,
2146,2024-12-07,Jalil Hackett,Jose Roman,,,
2146,2024-12-07,Brad Pauls,Denzel Bentley,,,
2146,2024-12-07,Demler Zamora,Roman Ruben Reynoso,,,
2146,2024-12-07,Antonio Napolitano,Brandon Brewer,,,
2146,2024-12-07,Fredrick Lawson,Giovani Santillan,,,
2146,2024-12-07,Art Barrera Jr,Juan Medina,,,
2146,2024-12-07,Ryan Rozicki,Yamil Peralta,,,
2146,2024-12-07,Angel Gonzalez,Yankiel Rivera Figueroa,,,
2146,2024-12-07,Isaac Munoz,Richard Torrez Jr,,,
2146,2024-12-07,Jackson Marinez,Lindolfo Delgado,,,
2130,2024-12-08,Agustin Ezequiel Quintana,Marc Castro,,,
2130,2024-12-08,Gabriel Bernardi,Steven Navarro,,,
